File Name,Flagged,Sample Rate (Hz),Onset (s),Peak Time (s),Peak-Onset Lag (ms),Slope (dB/s),R^2,Drop Time (s),C2 (dB),Spectral Centroid (Hz),Spectral Bandwidth (Hz),Peak Frequency (Hz),Rolloff 85% (Hz),Low Power 1-10 kHz,High Power 10-30 kHz,High/Low Ratio,High Frequency Fraction,Total FFT Power
scam_0183_0683183736_826_ca0_scam01183_sauzeries_hautes_____02p01.wav,False,100000,,,,,,,,,,,,,,,,
scam_0183_0683186320_932_ca0_scam02183_sauzeries_basses_____01p01.wav,False,100000,,,,,,,,,,,,,,,,
scam_0183_0683186485_901_ca0_scam02183_sauzeries_basses_____02p01.wav,False,100000,,,,,,,,,,,,,,,,
scam_0184_0683272842_931_ca0_scam03184_sauze________________01p01.wav,False,100000,0.07535,0.07556,0.21000000000000002,-1074.2927663328544,0.969127921281154,0.00744675962708783,6.607220078621077,11355.51570703139,10869.26303076879,3200.0,21100.0,20766365195.882217,10691248351.67019,0.51483484234353,0.18831460690644639,56773335469.306114
scam_0184_0683272998_853_ca0_scam03184_sauze________________02p01.wav,False,100000,,,,,,,,,,,,,,,,
scam_0191_0683896643_201_ca0_scam02191_digne_les_bains______01p01.wav,False,100000,0.0712,0.07135,0.15,-3925.2841938778192,0.8487697672603739,0.002038068991915904,14.913185161704662,7121.770966136414,7249.492543426745,7000.0,8500.0,34347731365.521214,2242343270.9998646,0.06528359172072609,0.056959181209889805,39367547485.22486
scam_0191_0683896809_183_ca0_scam02191_digne_les_bains______02p01.wav,False,100000,0.07131,0.07145,0.13999999999999999,-1286.7315945197122,0.9776825747447169,0.006217302842389671,8.725920865203646,9274.188962352659,10586.438209237307,4500.0,10600.0,30264472327.89032,3018438556.1261516,0.09973537696028158,0.029461798748383273,102452622866.13744
scam_0193_0684066469_854_ca0_scam01193_pont_________________01p01.wav,True,100000,0.07404,0.07445,0.41,-7060.248575307556,0.9533453436040769,0.0011331045804788122,16.84760018082047,6120.789742080618,4660.947796747367,4800.0,8300.0,11272316477.584673,727709762.2077317,0.06455725082371522,0.039837647189134885,18266886062.643867
scam_0193_0684066674_865_ca0_scam01193_pont_________________02p01.wav,False,100000,0.07398,0.07435,0.37,-486.85346346092723,0.7228633460557727,0.016432049066940745,12.648251810015498,6069.3441632127815,4283.870576682119,3900.0,7800.0,11010704382.910124,613376419.4357462,0.05570728248664788,0.04773789599858826,12848836476.871233
scam_0193_0684074012_525_ca0_scam04193_souche_______________01p01.wav,False,100000,0.07289,0.073,0.11,-3387.371504689409,0.9320572659066653,0.0023617132012018643,14.499745554876995,6151.018034164217,3351.4909944368464,5200.0,7700.0,39175241476.09445,2504536991.3313675,0.06393162867572082,0.057766958635811,43355874196.547195
scam_0193_0684074256_569_ca0_scam04193_souche_______________02p01.wav,False,100000,0.07266,0.07277,0.11,-7695.540965039549,0.8818238762028454,0.0010395630451898825,17.201780776949878,6924.462989072056,3842.7790465041926,6200.0,8600.0,30454452428.134113,1693266665.4723787,0.05559997079140135,0.051468759856237035,32898921019.313953
scam_0200_0684689393_585_ca0_scam01200_ondres_______________01p01.wav,True,100000,0.06951,0.07074,1.23,-1349.7833199438167,0.9151320358628035,0.005926877211916496,7.14590235201952,9801.252129032671,10220.221709808558,3600.0,12600.0,37129266425.982864,6775304470.093301,0.18247881313787495,0.09074769936401304,74660895180.55727
scam_0200_0684689579_616_ca0_scam01200_ondres_______________02p01.wav,False,100000,0.07066,0.07077,0.11,-680.1135980872201,0.6834042431203584,0.011762740845793311,11.787855537760283,13657.472585886004,14520.511465244292,1000.0,35000.0,11371520921.32536,3911272747.903654,0.3439533528508685,0.028347622164233106,137975337939.935
scam_0201_0684779623_772_ca0_scam01201_digne________________01p01.wav,False,100000,,,,,,,,,,,,,,,,
scam_0201_0684779800_791_ca0_scam01201_digne________________02p01.wav,True,100000,0.07663,0.07663,0.0,-1078.5551152033868,0.9924718814917635,0.007417330730002994,8.389994152931589,6751.819686419866,5905.596979981142,4800.0,8200.0,89063092795.41696,6182688384.548822,0.06941919700398023,0.05837247740195361,105917868484.0589
scam_0205_0685134515_460_ca0_scam04205_monier_______________01p01.wav,False,100000,0.07,0.07037,0.37,-7611.2682397899725,0.9840224617826364,0.001051073191479158,19.777594948409252,10811.333611960288,11442.13087486851,6800.0,18100.0,22365455444.569237,3251703027.890197,0.14538952877348058,0.10646311936857675,30542999746.539055
scam_0205_0685134703_601_ca0_scam04205_monier_______________02p01.wav,False,100000,0.06988,0.07025,0.37,-6445.980316955253,0.98268015687172,0.0012410835290571885,16.881216193836284,9690.204792761348,10024.801614477612,6900.0,10900.0,9479108084.12604,1075635733.6875913,0.11347436110459368,0.09115085056899468,11800611041.730345
