File Name,Formation,Member,Onset (s),Slope (dB/s),R^2,Drop Time (s),C2 (dB),Spectral Centroid (Hz),Spectral Bandwidth (Hz),Peak Frequency (Hz),Rolloff 85% (Hz),Low Power 1-10 kHz,High Power 10-30 kHz,High/Low Ratio,High Frequency Fraction,Total FFT Power,Recovery Method
scam_0253_0689394708_788_ca0_scam01253_ubraye_______________01p01.wav,Seitah,Content,0.07225,-1579.314886,0.9781796147,0.005065487618,10.36699735,6362.857904,3292.005001,4900,8600,53958489269,4336453888,0.08036648072,0.0584771491,74156383382,
scam_0253_0689394907_835_ca0_scam01253_ubraye_______________02p01.wav,Seitah,Content,0.07222,-2137.923125,0.8831021529,0.003741949328,11.90261719,6490.732024,3311.382872,5000,8800,31203038406,1830243986,0.05865595403,0.0356393224,51354623569,
scam_0253_0689397372_279_ca0_scam02253_valette______________01p01.wav,Seitah,Content,0.07223,-3822.693634,0.9576794547,0.002092765146,13.1617382,5591.550324,3463.612181,3900,8700,40348730162,1569373968,0.03889525053,0.03602613765,43562093259,very wide soft
scam_0253_0689397541_091_ca0_scam02253_valette______________02p01.wav,Seitah,Content,0.07226,-5328.224663,0.9845448954,0.001501438191,13.59881242,6357.680847,3817.134691,3600,9000,25983049017,1720159917,0.06620315868,0.04850840267,35461071120,very wide soft
scam_0254_0689482548_838_ca0_scam01254_ferres_______________01p01.wav,Seitah,Bastide,0.07213,-1099.937733,0.9166506272,0.007273138979,11.98564563,6552.914769,4957.410199,5700,8000,16486441893,962565497.1,0.05838527824,0.04649055521,20704538648,
scam_0254_0689482747_855_ca0_scam01254_ferres_______________02p01.wav,Seitah,Bastide,0.07206,-2726.375329,0.9736030664,0.002934298853,11.21083552,6277.858436,4935.816552,4700,8900,16177142424,1300893316,0.08041551974,0.02283190574,56976992217,
scam_0255_0689572368_351_ca0_scam01255_ubraye_255___________01p01.wav,Seitah,Caille,0.07246,-3298.680811,0.9724062095,0.002425211913,14.37314691,5260.012615,3516.574713,4000,8000,63310650161,2023947617,0.03196851733,0.02937199173,68907401153,wider 3 sigma
scam_0255_0689572563_648_ca0_scam01255_ubraye_255___________02p01.wav,Seitah,Caille,0.07249,-692.2741561,0.7111329885,0.01155611535,9.316479774,5316.448258,3972.180512,1700,8600,33144752933,1859191598,0.05609308965,0.006228310478,298506569990,
scam_0256_0689670525_115_ca0_scam05255_ilonse_______________01p01.wav,Seitah,Bastide,0.0717,-4156.17413,0.8586153928,0.001924847167,16.29675768,6456.259948,4796.273549,7100,7800,10498350374,776342328.7,0.07394898256,0.0471755733,16456447147,
scam_0256_0689670704_122_ca0_scam05255_ilonse_______________02p01.wav,Seitah,Bastide,0.0716,-1423.67254,0.8467724782,0.005619269723,13.33438997,6269.878781,4972.958015,5000,9000,15701450656,1129009435,0.07190478509,0.0243495779,46366694308,
scam_0268_0690749569_464_ca0_scam07268_cordoeil_____________01p01.wav,Seitah,Bastide,0.06887,-4200.017549,0.9828757261,0.001904753946,13.94956997,6999.976413,7308.193066,3700,8600,11049005.92,706021.9534,0.06389913795,0.05631640268,12536701.92,
scam_0268_0690749665_399_ca0_scam07268_cordoeil_____________02p01.wav,Seitah,Bastide,0.06888,-4634.7043,0.965537272,0.001726107963,14.9426693,6725.354066,7250.478524,3700,7900,62678651131,2818558942,0.04496840458,0.04054277428,69520623400,
scam_0274_0691263402_243_ca0_scam03274_chasteuil____________02p01.wav,Seitah,Caille,0.0608,-3384.594508,0.9987977338,0.002363650943,3.566759267,8858.390744,9784.187151,1000,17700,39839502804,16696328425,0.419089779,0.00290286371,5751674929135,very wide soft
scam_0279_0691717551_834_ca0_scam02279_rent_________________01p01.wav,Seitah,Caille,0.06953,-3954.922844,0.6570697835,0.002022795467,15.40585727,8641.333029,8509.619977,7200,10400,41126383634,5096627328,0.1239259783,0.09913349143,51411760589,wider 3 sigma
scam_0279_0691717703_842_ca0_scam02279_rent_________________02p01.wav,Seitah,Caille,0.06947,-4069.811362,0.7800777822,0.001965693072,13.74128759,8794.394185,8712.406244,5100,9900,66163192445,6533360140,0.09874614417,0.08049273281,81167080702,
scam_0280_0691792875_617_ca0_scam03280_thouron______________01p01.wav,Seitah,Content,0.06961,-3371.133204,0.9376797544,0.00237308926,16.25734387,7845.61413,7330.209601,4800,8800,46870537763,3745188285,0.07990495659,0.06272479302,59708260566,
scam_0280_0691793045_616_ca0_scam03280_thouron______________02p01.wav,Seitah,Content,0.06944,-3846.505011,0.9227304664,0.002079810107,16.80731859,8629.16324,7759.650719,4300,10500,27203947420,4361048545,0.1603094021,0.1168015385,37337252568,
scam_0282_0691972788_406_ca0_scam02282_norante______________01p01.wav,Seitah,Bastide,0.07422,-7184.242353,0.8236833544,0.001113548181,18.63125503,7151.41062,6303.160917,4900,8800,3506006742,433564958.9,0.1236634698,0.09680678459,4478662945,
scam_0282_0691972948_372_ca0_scam02282_norante______________02p01.wav,Seitah,Bastide,0.07419,-3406.881891,0.7071530734,0.002348188242,14.70277724,6866.347144,5992.842539,5300,8400,8287691795,516082258,0.06227092788,0.05127202107,10065572749,
scam_0285_0692235053_725_ca0_scam01285_estoublaisse_________01p01.wav,Seitah,Undivided,0.07583,-3569.538128,0.9996687293,0.002241186314,-0.5635112102,5020.839918,7411.41492,1000,8100,57238009005,5047773012,0.08818917884,0.002932869023,1721104138043,
scam_0285_0692235221_781_ca0_scam01285_estoublaisse_________02p01.wav,Seitah,Undivided,0.0761,-1090.382847,0.9281841721,0.007336872571,10.53864795,6745.641541,5767.259508,7400,8100,64835126290,2750399457,0.04242144058,0.03244751503,84764563791,
scam_0286_0692325142_462_ca0_scam01286_bezaudun_____________02p01.wav,Seitah,Undivided,0.07765,-548.0299799,0.5876700538,0.01459774153,6.571857755,8813.022999,10298.2556,1000,15500,22191837422,6323236333,0.2849352315,0.04412988107,143286956145,
scam_0287_0692411661_044_ca0_scam04287_aurent_______________01p01.wav,Seitah,Undivided,0.07037,-2260.540033,0.8654643185,0.003538977361,12.45089481,14943.30394,15834.31075,4200,38500,13594081214,3421994732,0.2517268125,0.06453749558,53023357999,Original
scam_0287_0692411853_962_ca0_scam04287_aurent_______________02p01.wav,Seitah,Undivided,0.07035,-2950.525461,0.954959094,0.002711381449,10.04285684,10325.99384,11527.69528,4800,23200,13831581665,2371455341,0.171452217,0.04616589738,51368119667,Original
scam_0287_0692414330_040_ca0_scam05287_castiglione__________01p01.wav,Seitah,Undivided,0.07016,-3006.504004,0.933054006,0.002660897837,14.40413402,10015.98786,10397.05568,4900,16000,13998913917,2240859648,0.1600738215,0.1086461896,20625294421,wider 3 sigma
scam_0287_0692414497_100_ca0_scam05287_castiglione__________02p01.wav,Seitah,Undivided,0.07017,-14966.21691,0.827161699,0.0005345372212,19.02869415,9187.867017,9386.44484,7100,11700,11882665365,1865042660,0.1569549089,0.1207387203,15446930815,
scam_0302_0693766635_842_ca0_scam07302_monts_du_cheval_blan_01p01.wav,Seitah,Undivided,0.07046,-2872.217064,0.9894421912,0.002785304808,3.752964108,7464.467506,8164.657726,4900,9000,16353667261,1228528893,0.07512253205,0.01943892896,63199412664,Original
scam_0302_0693766731_810_ca0_scam07302_monts_du_cheval_blan_02p01.wav,Seitah,Undivided,0.07047,-5992.86503,0.9080639364,0.00133492077,15.6839449,14272.168,16072.67642,4500,42400,13494524302,1529121554,0.1133142243,0.07526786314,20315729581,Original
scam_0305_0694016101_296_ca0_scam01305_gacia________________01p01.wav,Seitah,Undivided,0.06887,-2261.601698,0.9790743383,0.003537316057,12.34906007,15737.52284,15675.38301,4500,41800,18246764154,4195227519,0.2299162462,0.1196936791,35049699793,
scam_0305_0694016307_209_ca0_scam01305_gacia________________02p01.wav,Seitah,Undivided,0.06902,-3769.795133,0.9564084743,0.002122131234,14.86577713,9101.255756,10040.19768,4500,10500,19830464276,2281128891,0.1150315423,0.07919780029,28802932439,
scam_0309_0694366037_036_ca0_scam04309_riez_________________02p01.wav,Seitah,Undivided,0.0689,-1245.718124,0.8318199456,0.006421998559,5.091906273,7131.571358,7053.611687,2800,12200,25765030762,6408995908,0.2487478462,0.007449928791,860276129837,
scam_0309_0694368476_148_ca0_scam05309_jabron_309___________01p01.wav,Seitah,Undivided,0.06924,-7463.898676,0.9635623635,0.001071825911,16.52999633,7760.279704,7402.678004,4900,9400,32996815501,3492985925,0.1058582737,0.08145698799,42881353847,
scam_0309_0694368637_085_ca0_scam05309_jabron_309___________02p01.wav,Seitah,Undivided,0.06915,-2084.024552,0.9462551447,0.003838726369,13.41817616,8301.888994,7654.374858,4700,9800,24151567856,2767489443,0.1145883969,0.08548181537,32375183319,
scam_0312_0694632630_696_ca0_scam01312_riolan_312___________01p01.wav,Seitah,Undivided,0.07381,-3359.993737,0.7892557026,0.002380956819,1.523179715,4928.600564,2565.681471,3600,7200,1175589405781,19022927651,0.01618160861,0.01300270486,1462997726466,
scam_0313_0694724354_682_ca0_scam01313_bessons______________02p01.wav,Seitah,Undivided,0.07188,-970.8639691,0.9914819573,0.008240083322,7.675198507,25050.48363,13866.17378,19500,41400,66814021407,128234712916,1.919278472,0.362797508,353460842698,
scam_0320_0695345052_585_ca0_scam02320_angles_______________01p01.wav,Seitah,Undivided,0.06881,-21678.2887,0.9407759406,0.0003690328194,-3.785720185,15883.44674,13951.43568,39100,39100,35893774565,14783159328,0.4118585885,0.05239208245,282163995700,
scam_0320_0695345085_600_ca0_scam02320_angles_______________02p01.wav,Seitah,Undivided,0.06876,-1576.621711,0.973024408,0.00507414045,11.16752749,13421.89405,12802.3345,5000,33300,47173310041,13642231824,0.2891938643,0.1843857028,73987470915,
scam_0321_0695435001_618_ca0_scam04321_caran________________01p01.wav,Seitah,Undivided,0.0689,-2616.252707,0.8935012343,0.003057808589,10.72036045,12091.02238,13335.94165,5200,27600,28584439757,3465291173,0.1212299839,0.08441511148,41050602339,
scam_0321_0695435161_655_ca0_scam04321_caran________________02p01.wav,Seitah,Undivided,0.06896,-4603.298626,0.8946548476,0.001737884211,15.32364708,8186.198331,8550.973439,5200,9600,39917018637,4417971117,0.110678885,0.08262780431,53468334949,
scam_0323_0695612813_710_ca0_scam05323_pra_loup_____________01p01.wav,Seitah,Undivided,0.06887,-4011.422323,0.9198936314,0.001994305101,15.22834302,8885.358519,9562.180563,4800,11900,26556762787,3439606108,0.1295190282,0.06282549868,54748568339,
scam_0323_0695612859_743_ca0_scam05323_pra_loup_____________02p01.wav,Seitah,Undivided,0.06891,-5475.190402,0.9241412983,0.001461136401,17.27872712,11686.76193,12350.23059,6100,23000,12218702611,2531392808,0.2071736164,0.1379180348,18354327712,
scam_0323_0695613997_825_ca0_scam06323_pra_balou____________01p01.wav,Seitah,Undivided,0.069,-5138.832173,0.9628414288,0.001556773938,15.07703315,7833.53402,8567.437052,3900,9200,45099622462,3900966952,0.08649666537,0.07257585613,53750202346,
scam_0323_0695614043_919_ca0_scam06323_pra_balou____________02p01.wav,Seitah,Undivided,0.06902,-1524.094125,0.9937365683,0.005249019643,6.743631744,7477.927473,7836.149599,4700,9300,37309368673,3644310662,0.0976781648,0.06703819715,54361704470,
scam_0324_0695701949_810_ca0_scam01324_tourtour_____________01p01.wav,Seitah,Undivided,0.07355,-1698.698783,0.593329577,0.004709487097,6.328453276,5201.145905,5659.99145,1000,8000,69524605091,4232897235,0.06088344162,0.003963418238,1067991562146,
scam_0324_0695701995_789_ca0_scam01324_tourtour_____________02p01.wav,Seitah,Undivided,0.07347,-2542.508219,0.9078548995,0.00314649917,10.48205633,6408.111783,6297.771719,3800,8400,28751408022,1836155662,0.06386315622,0.01273427011,144190098527,wider 3 sigma
scam_0324_0695703302_896_ca0_scam02324_amen_________________01p01.wav,Seitah,Undivided,0.07188,-986.298199,0.9659559505,0.008111137188,10.5759672,15803.52758,14434.83145,30700,35900,11698257075,4493826930,0.3841449971,0.2013237603,22321393778,
scam_0324_0695703348_903_ca0_scam02324_amen_________________02p01.wav,Seitah,Undivided,0.07166,-1063.470506,0.9036906602,0.007522540544,11.51545618,15182.42073,13887.45566,30800,30900,5212000330,1851230562,0.3551861943,0.1975697857,9370008451,
scam_0324_0695704717_372_ca0_scam03324_callas_______________01p01.wav,Seitah,Undivided,0.07171,-8881.802521,0.9450197221,0.0009007180672,17.0521235,10789.81419,11504.59954,6000,24200,10527684391,1730885677,0.1644127628,0.1179145116,14679157415,
scam_0324_0695704767_196_ca0_scam03324_callas_______________02p01.wav,Seitah,Undivided,0.07171,-1852.524827,0.9076776204,0.004318430654,13.03653248,10132.3821,11107.76202,5000,21000,26206216170,3039742856,0.1159931993,0.08591397916,35381236975,
scam_0324_0695706092_522_ca0_scam04324_gourdon______________01p01.wav,Seitah,Undivided,0.07167,-1198.062546,0.978971157,0.006677447709,9.770436843,13955.44133,13593.4696,5100,32600,19538378718,5184155776,0.2653319322,0.160466747,32306729431,Original
scam_0324_0695706141_497_ca0_scam04324_gourdon______________02p01.wav,Seitah,Undivided,0.07153,-3240.823023,0.8264899711,0.002468508753,15.19162516,11427.13729,11879.24403,7200,29200,12090220196,1882286216,0.1556866778,0.1111008238,16942144549,
scam_0327_0695969086_749_ca0_scam02327_miassol______________01p01.wav,Seitah,Undivided,0.0711,-2269.948033,0.8572348135,0.003524309756,13.88959346,13178.16032,12835.82685,6800,30500,13711988682,3057599529,0.2229873143,0.1460834654,20930496969,
scam_0327_0695969132_732_ca0_scam02327_miassol______________02p01.wav,Seitah,Undivided,0.07107,-2148.163601,0.950048867,0.003724111142,7.932065535,14021.96501,13998.12435,1500,33600,12711215083,3281036416,0.2581213829,0.05960847529,55043119276,
scam_0328_0696057994_287_ca0_scam05328_brusquet_____________01p01.wav,Seitah,Undivided,0.06079,-2862.134737,0.9920479182,0.00279511649,3.04087528,10623.56566,11583.71248,2800,23600,33552278664,10312101512,0.3073442974,0.003581846459,2878990383477,very wide soft
scam_0338_0696944487_786_ca0_scam05338_calandre_338_________01p01.wav,Seitah,Undivided,0.07743,-3087.126271,0.9565017747,0.002591406796,-3.811676507,3789.534313,6267.83688,1000,6500,99303097287,6682970954,0.06729871611,0.002930494827,2280492322672,Original
scam_0338_0696944536_824_ca0_scam05338_calandre_338_________02p01.wav,Seitah,Undivided,0.07743,-2721.262082,0.8563659868,0.002939812395,13.95033724,10205.35707,10030.18653,4800,17000,21722635696,6429311835,0.2959729162,0.1745685887,36829717662,Original
scam_0347_0697743236_480_ca0_scam04347_taloire______________01p01.wav,Maaz,Rochette,0.07063,-1153.603915,0.9579717307,0.006934789224,9.386351922,8300.153984,11600.66898,1000,15400,18297110116,2639855162,0.1442771643,0.04514527569,58474671424,
scam_0347_0697743338_420_ca0_scam04347_taloire______________02p01.wav,Maaz,Rochette,0.07076,-9361.163152,0.9125971734,0.0008545946556,18.8978168,16785.10107,14763.25741,6800,39500,9189435559,3034663897,0.330233982,0.168601314,17999052474,
scam_0349_0697921512_524_ca0_scam01349_blache_______________01p01.wav,Maaz,Artuby,0.07079,-535.5285672,0.8643144555,0.01493851214,9.648287136,24841.25201,16437.46283,28900,45600,13367299807,12747077700,0.9536015414,0.1000554387,127400148023,
scam_0349_0697921615_569_ca0_scam01349_blache_______________02p01.wav,Maaz,Artuby,0.07069,-1378.090943,0.9662869698,0.005805132123,11.65490052,22822.94722,16509.14478,29200,44100,11984179223,8249745267,0.6883863395,0.2327282737,35447971736,Original
scam_0349_0697923265_570_ca0_scam02349_duyes________________01p01.wav,Maaz,Artuby,0.06934,-5653.99432,0.9271372801,0.001414928906,15.34573231,9404.262956,9491.536928,5300,11200,30742819883,3516891344,0.1143971619,0.08786068691,40028042890,
scam_0349_0697923372_569_ca0_scam02349_duyes________________02p01.wav,Maaz,Artuby,0.06923,-6056.419645,0.9096590788,0.001320912432,18.16517639,7592.838778,7595.321959,4700,9600,41802151355,4068246355,0.0973214589,0.08248399895,49321643068,
scam_0362_0699075597_664_ca0_scam05362_sid_362______________01p01.wav,Maaz,Nataani,0.0691,-1829.929436,0.7579528268,0.004371753273,14.12660989,8691.19334,9766.891012,4600,11500,18967680099,3698341996,0.1949812511,0.034121921,108386101595,
scam_0362_0699075646_651_ca0_scam05362_sid_362______________02p01.wav,Maaz,Nataani,0.06901,-3606.650523,0.9860181068,0.002218124531,1.484331246,9798.839834,10204.65131,4700,14400,16557536668,3109992920,0.1878294448,0.005686496123,546908474504,
scam_0364_0699242397_280_ca0_scam02364_needlegrass__________01p01.wav,Maaz,Nataani,0.06957,-1836.760808,0.9435483615,0.004355493631,11.24723849,11831.18665,11322.77594,6100,20800,16098692914,4479393460,0.2782457858,0.1387763642,32277783649,
scam_0364_0699242563_288_ca0_scam02364_needlegrass__________02p01.wav,Maaz,Nataani,0.06968,-1228.424782,0.8990635291,0.006512405253,4.347981608,8606.494796,6645.299139,9600,9700,33793736855,3977904252,0.1177112868,0.0813680592,48887785841,
scam_0365_0699329380_872_ca0_scam02365_toosagrass___________01p01.wav,Maaz,Nataani,0.06899,-3060.880637,0.9727827493,0.00261362691,12.27541478,6775.284898,4943.944551,5400,8700,77807476700,6441573192,0.08278861448,0.07440093764,86579193714,
scam_0365_0699329548_774_ca0_scam02365_toosagrass___________02p01.wav,Maaz,Nataani,0.069,-4485.947525,0.9611147327,0.001783346763,11.6302523,6696.993488,4669.761459,4800,8800,97789914772,5994108412,0.06129577294,0.05646222235,106161397172,
