File Name,Formation,Member,Onset (s),Slope (dB/s),R^2,Drop Time (s),C2 (dB),Spectral Centroid (Hz),Spectral Bandwidth (Hz),Peak Frequency (Hz),Rolloff 85% (Hz),Low Power 1-10 kHz,High Power 10-30 kHz,High/Low Ratio,High Frequency Fraction,Total FFT Power,Recovery Method,Flagged,Sample Rate (Hz),Peak Time (s),Peak-Onset Lag (ms),Pass2 Expected Time (s),Region,Dataset Source,Processing Version
scam_0364_0699242397_280_ca0_scam02364_needlegrass__________01p01.wav,Maaz,Nataani,0.06957,-1836.760808,0.9435483615,0.004355493631,11.24723849,11831.18665,11322.77594,6100.0,20800.0,16098692914.0,4479393460.0,0.2782457858,0.1387763642,32277783649.0,,,,,,,Crater Floor,Crater Floor,
scam_0364_0699242563_288_ca0_scam02364_needlegrass__________02p01.wav,Maaz,Nataani,0.06968,-1228.424782,0.8990635291,0.006512405253,4.347981608,8606.494796,6645.299139,9600.0,9700.0,33793736855.0,3977904252.0,0.1177112868,0.0813680592,48887785841.0,,,,,,,Crater Floor,Crater Floor,
scam_0365_0699329380_872_ca0_scam02365_toosagrass___________01p01.wav,Maaz,Nataani,0.06899,-3060.880637,0.9727827493,0.00261362691,12.27541478,6775.284898,4943.944551,5400.0,8700.0,77807476700.0,6441573192.0,0.08278861448,0.07440093764,86579193714.0,,,,,,,Crater Floor,Crater Floor,
scam_0365_0699329548_774_ca0_scam02365_toosagrass___________02p01.wav,Maaz,Nataani,0.069,-4485.947525,0.9611147327,0.001783346763,11.6302523,6696.993488,4669.761459,4800.0,8800.0,97789914772.0,5994108412.0,0.06129577294,0.05646222235,106161397172.0,,,,,,,Crater Floor,Crater Floor,
scam_0071_0673238158_718_ca0_scam05071_hadahastsaa__________01p01.wav,Maaz,Nataani,0.07141,-1168.629675,0.9623529356,0.006845624557,9.221100594,8621.819783,9290.370909,4200.0,12300.0,26974931097.0,4888015258.0,0.1812058478,0.1331680272,36705621927.0,pass2_expected_time_sweep,True,100000.0,0.07141,0.0,0.07,Crater Floor,Crater Floor,
scam_0104_0676170543_585_ca0_scam05104_ad_ees_eez___________01p01.wav,Maaz,Nataani,0.07701,-6487.50399,0.978662309,0.001233139897,16.66365004,6990.063032,6542.931823,4000.0,9000.0,12009496742.0,1203262772.0,0.1001926058,0.04420194773,27221940077.0,pass2_expected_time_sweep,False,100000.0,0.07711,0.1,0.085,Crater Floor,Crater Floor,
scam_0113_0676966786_559_ca0_scam01113_mussih_______________01p01.wav,Maaz,Rochette,0.0894,-12505.14921,0.9696946715,0.0006397364692,-4.343988601,4206.462592,4871.674463,1200.0,7800.0,52002125321.0,5168643344.0,0.09939292503,0.007381281543,700236579963.0,pass2_expected_time_sweep,False,100000.0,0.08968,0.28,0.085,Crater Floor,Crater Floor,
scam_0113_0676966938_600_ca0_scam01113_mussih_______________02p01.wav,Maaz,Rochette,0.08887,-9616.005413,0.8893802187,0.0008319462871,-3.921910133,6398.905972,6853.318411,2700.0,10100.0,10907252599.0,1658630271.0,0.1520667332,0.002285286459,725786592004.0,pass2_expected_time_sweep,False,100000.0,0.08912,0.25,0.085,Crater Floor,Crater Floor,
scam_0183_0683183544_821_ca0_scam01183_sauzeries_hautes_____01p01.wav,Maaz,Rochette,0.08607,-8737.460532,0.9825676286,0.0009155978411,-3.589085177,11451.28307,10774.27923,4100.0,21000.0,48030746575.0,19650761106.0,0.4091287874,0.005106474888,3848204786311.0,pass2_expected_time_sweep,False,100000.0,0.08618,0.11,0.085,Crater Floor,Crater Floor,
scam_0183_0683183736_826_ca0_scam01183_sauzeries_hautes_____02p01.wav,Maaz,Rochette,0.0865,-7865.005711,0.9629380102,0.001017163915,-8.250291051,10293.55469,10338.0585,5100.0,18200.0,56036058687.0,18185337747.0,0.324529208,0.003530755518,5150551391961.0,pass2_expected_time_sweep,False,100000.0,0.08659,0.09,0.085,Crater Floor,Crater Floor,
scam_0213_0685844643_151_ca0_scam04213_moustiers_sainte_mar_01p01.wav,Seitah,Bastide,0.08297,-4265.571341,0.9295598849,0.001875481468,4.504659275,8375.152997,9892.900255,1400.0,14500.0,34973770500.0,7745415511.0,0.221463554,0.02185872094,354339832269.0,pass2_expected_time_sweep,False,100000.0,0.0832,0.23,0.076,Crater Floor,Crater Floor,
scam_0250_0689128907_101_ca0_scam01250_hotel________________02p01.wav,Seitah,Caille,0.0786,-1529.698727,0.8212634298,0.005229787971,13.01457132,7900.382235,8603.745829,4700.0,10000.0,40664323954.0,5227576647.0,0.1285543724,0.07550465715,69235155074.0,pass2_expected_time_sweep,False,100000.0,0.0787,0.1,0.085,Crater Floor,Crater Floor,
scam_0274_0691263225_224_ca0_scam03274_chasteuil____________01p01.wav,Seitah,Caille,0.08552,-7558.824377,0.9124115118,0.00105836564,-10.12258087,6041.489649,8267.200528,1500.0,10500.0,66735755766.0,10637213656.0,0.15939302,0.008814539377,1206780434049.0,pass2_expected_time_sweep,False,100000.0,0.08567,0.15,0.085,Crater Floor,Crater Floor,
scam_0286_0692324948_436_ca0_scam01286_bezaudun_____________01p01.wav,Seitah,Undivided,0.07753,-886.3034157,0.9433885454,0.009026254281,8.0006789,9131.110263,9018.836786,3200.0,13300.0,20322892834.0,3982022488.0,0.1959377792,0.08836146134,45065149760.0,pass2_expected_time_sweep,False,100000.0,0.07793,0.4,0.085,Crater Floor,Crater Floor,
scam_0312_0694632787_748_ca0_scam01312_riolan_312___________02p01.wav,Seitah,Undivided,0.0793,-790.4532269,0.922866221,0.01012077594,8.548100041,10554.31145,11817.32199,4200.0,21600.0,22650374380.0,5789807143.0,0.2556163993,0.1461020578,39628511937.0,pass2_expected_time_sweep,False,100000.0,0.07958,0.28,0.08,Crater Floor,Crater Floor,
scam_0335_0696680688_405_ca0_scam01335_chabran______________01p01.wav,Seitah,Undivided,0.08489,-2517.363903,0.698277776,0.00317792751,-2.318766103,5872.873883,8955.872453,1000.0,10700.0,106779134000.0,14607322062.0,0.1367994056,0.01270313309,1149899159097.0,pass2_expected_time_sweep,True,100000.0,0.08489,0.0,0.085,Crater Floor,Crater Floor,
scam_0335_0696680738_320_ca0_scam01335_chabran______________02p01.wav,Seitah,Undivided,0.08521,-2429.610833,0.760403253,0.003292708401,0.7204609446,3996.245178,7094.52386,1000.0,5900.0,195094280481.0,14040882946.0,0.07196973131,0.008203570727,1711557492787.0,pass2_expected_time_sweep,False,100000.0,0.08564,0.43,0.085,Crater Floor,Crater Floor,
scam_0343_0697389227_661_ca0_scam02343_chanolles____________01p01.wav,Maaz,Rochette,0.08283,-8485.343711,0.9595670599,0.0009428021154,-2.726859175,11344.63304,11128.54852,7900.0,21200.0,26913812770.0,9507212881.0,0.353246601,0.03655233925,260098616832.0,pass2_expected_time_sweep,False,100000.0,0.08288,0.05,0.085,Crater Floor,Crater Floor,
scam_0361_0698983364_602_ca0_scam01361_naanazwod____________02p01.wav,Maaz,Cha'al,0.0758,-744.2387724,0.8822239568,0.01074923841,11.94347844,8625.297726,8954.538201,6700.0,11100.0,12867448921.0,2067783626.0,0.1606988019,0.1094020829,18900770177.0,pass2_expected_time_sweep,False,100000.0,0.07592,0.12,0.076,Crater Floor,Crater Floor,
scam_0417_0703959189_698_ca0_scam04417_strike_creek_________01p02.wav,Delta,,0.07822,-15725.144842222551,0.9094576022733208,0.0005087393521819,21.032866492881247,5989.3645644182825,3682.066487248421,3400.0,8500.0,0.2014004054681761,0.0273127725069265,0.1356142875851474,0.1194148685061954,0.2287217065059993,,False,100000.0,0.07853,0.31,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0418_0704038328_265_ca0_scam02418_little_beach_________01p02.wav,Delta,,0.07209,-8268.138704280274,0.671690420364119,0.0009675696412614,18.91603149569745,6840.836391336704,3258.056568251134,4700.0,9200.0,2.4136053913445754,0.2581177644803757,0.1069428189902174,0.0966062739770195,2.671853015900149,,False,100000.0,0.0724,0.31,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0420_0704221258_808_ca0_scam01420_broken_mountain______01p02.wav,Delta,,0.07514,-5468.641338319978,0.9611285249834008,0.0014628862097688,9.370162208869235,5975.047066930826,2493.283760806221,4300.0,9100.0,0.8901024041626051,0.0474308228973441,0.0532869281956005,0.0505907225286036,0.9375399386819806,,False,100000.0,0.07535,0.21,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0421_0704313596_618_ca0_scam05421_king_salmon__________01p02.wav,Delta,,0.07161,-24268.981800881415,0.8530516247636349,0.0003296388808412,20.03567704458707,8070.044976648585,4332.536345933815,6900.0,11200.0,0.9748601135615304,0.2977090698633352,0.3053864505500097,0.2339303320895019,1.2726398804471046,,False,100000.0,0.07191,0.3,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0425_0704668824_603_ca0_scam04425_lake_coville_________01p02.wav,Delta,,0.07878,-2835.984568842138,0.8294410662771814,0.0028208898200268,13.949579728583824,7086.01773376566,3785.338599054797,4900.0,9700.0,0.2148894793503998,0.0346458497464149,0.1612263655305399,0.1388396307483457,0.2495386191944893,,False,100000.0,0.07891,0.1299999999999999,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0425_0704671054_732_ca0_scam05425_sukoi_bay____________01p02.wav,Delta,,0.07789,-2463.458634458104,0.9697327834723648,0.0032474667478067,8.679069081142796,6518.313679933059,3878.132872757334,4800.0,9100.0,0.19226361334556,0.0301325363600624,0.1567251121297948,0.135487614979739,0.2224006700875831,,False,100000.0,0.07819,0.3,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0441_0706089478_536_ca0_scam01441_little_devils_stairs_01p02.wav,Delta,,0.07478,-4097.89657569107,0.913095160230872,0.0019522210607891,15.077100010646465,6415.624698192646,3162.316771696381,4400.0,9100.0,0.2589215574510884,0.0294262442041433,0.1136492630966121,0.1020444638301243,0.2883668853719476,,False,100000.0,0.075,0.22,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0441_0706090425_650_ca0_scam02441_bald_face_mountain___01p02.wav,Delta,,0.07352,-8041.083916063578,0.9411988084087186,0.0009948907489969,17.708758524662077,6608.122083503534,2949.0852317292297,6600.0,9100.0,0.4370935507550446,0.0548547901872956,0.1254989694827076,0.1115008308576055,0.4919675464781885,,False,100000.0,0.07382,0.3,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0443_0706267744_278_ca0_scam05443_moody_creek__________01p02.wav,Delta,,0.07339,-8207.776703748992,0.8116117351347129,0.0009746853854279,18.989268804527924,7273.551911022624,3506.1107294866533,8900.0,10200.0,0.2715038889953379,0.052433704448659,0.1931232169184853,0.161853181887188,0.3239584408368653,,False,100000.0,0.07367,0.2799999999999999,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0449_0706784270_740_ca0_scam15012_aegis_0449b__________01p02.wav,Delta,,0.07536,-3966.190226694657,0.9752828368603876,0.0020170489922938,13.748058742594232,6329.282562344155,2376.8668136385327,4200.0,8500.0,3.141406732074933,0.2876644304732274,0.0915718514053167,0.0838882725035246,3.429137612306187,,False,100000.0,0.0757,0.34,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0449_0706799447_617_ca0_scam03449_south_river__________01p02.wav,Delta,,0.0751,-4367.078768508073,0.8718174997448336,0.0018318881852302,17.551957485978637,6180.19318811928,2667.5137179329627,5400.0,7700.0,0.518652135832014,0.0368228188049037,0.0709971409754886,0.0662889610941924,0.5554894540069929,,False,100000.0,0.07541,0.31,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0450_0706878610_992_ca0_scam15012_aegis_0450a__________01p02.wav,Delta,,0.07772,-9864.60900546186,0.946392587927592,0.0008109799380361,18.588897334750836,6494.5304126786805,3513.7968353309634,3100.0,9400.0,0.2720632671162971,0.0323498169540074,0.1189054931850797,0.1062615755542475,0.3044356982782785,,False,100000.0,0.07797,0.25,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0453_0707157719_889_ca0_scam02453_battle_river_________01p02.wav,Delta,,0.07151,-3844.805218341531,0.8808685400362941,0.002080729593748,14.462351839963764,6606.965753670887,2206.6049361884648,6500.0,8100.0,6.182832465519098,0.3459873525563148,0.0559593607761238,0.0529920113762866,6.529047370923925,,False,100000.0,0.07183,0.32,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0454_0707256160_466_ca0_scam07454_dakavak______________01p02.wav,Delta,,0.07214,-5350.0356486905575,0.8352114807017316,0.0014953171390471,16.074787246069057,7886.284414670111,4365.485858239753,7600.0,11500.0,0.9138410483199338,0.2544631746652177,0.2784545245948841,0.2177687467876151,1.1685018094602428,,False,100000.0,0.07238,0.24,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0456_0707411338_725_ca0_scam15012_aegis_0456a__________01p02.wav,Delta,,0.07591,-10306.298908884532,0.9568390874432394,0.000776224333364,19.68853898495507,6474.448946627508,2629.6608755471293,6900.0,8700.0,0.642976405654626,0.0393540702897769,0.0612060877252717,0.0576747965158458,0.6823443283231108,,False,100000.0,0.07623,0.32,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0457_0707501296_475_ca0_scam15012_aegis_0457b__________01p02.wav,Delta,,0.07246,-10956.554776403467,0.97477096903241,0.0007301565285128,19.558507335138305,7083.485612886353,3409.70141830961,3500.0,11200.0,0.977315461397326,0.2396070464742602,0.2451685826515829,0.1968461041962321,1.2172303203694623,,False,100000.0,0.07269,0.23,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0457_0707509600_591_ca0_scam03457_furnace_mountain_____01p02.wav,Delta,,0.073,-2543.226059007225,0.8950698774260881,0.0031456110524138,-0.8362556197819884,9801.404380983262,5155.377673837764,7900.0,15200.0,0.032991191126563,0.0226911492154076,0.6877941790085229,0.4074969867204218,0.0556842135153646,,False,100000.0,0.07307,0.0699999999999999,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0458_0707599716_998_ca0_scam03458_falls_hollow_________01p02.wav,Delta,,0.07444,-7030.8387634607525,0.8956695418881669,0.0011378443268498,15.821294258395785,5443.954635851891,2769.3675890159075,3700.0,7600.0,0.7072700940353173,0.036785537642126,0.052010593905147,0.0494380527033112,0.744073353027965,,False,100000.0,0.07476,0.32,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0461_0707844535_195_ca0_scam15012_aegis_0461a__________01p02.wav,Delta,,0.07302,-10895.53268314718,0.9794685398725852,0.0007342458815597,15.819027003549175,6200.113478755541,2648.792032070025,6300.0,8700.0,4.947372814180727,0.5571847413210215,0.1126223477082533,0.101217504621913,5.504825903407957,,False,100000.0,0.07335,0.33,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0462_0707946034_841_ca0_scam15012_aegis_0462b__________01p02.wav,Delta,,0.07764,-6571.958143518817,0.8581844953237023,0.0012172932062705,17.981188012944656,6343.299031541946,3120.449388679169,6100.0,8400.0,0.4605183616146898,0.0523707659030918,0.1137213415757563,0.1020949711518792,0.5129612684368522,,False,100000.0,0.07797,0.33,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0463_0708046017_931_ca0_scam01463_pignut_mountain_scam_01p02.wav,Delta,,0.06933,-5579.202404431145,0.933881069981528,0.0014338967149939,17.851221080497204,6699.549792229493,2976.688735914653,7500.0,9500.0,4.652725504973472,0.6411667780622918,0.1378045572163938,0.1211056994613798,5.294274182915376,,False,100000.0,0.06966,0.33,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0464_0708132109_040_ca0_scam01464_gimlet_ridge_________01p02.wav,Delta,,0.07851,-7151.7009401185605,0.7822151429826744,0.0011186150073925,15.783645542459166,6487.226194077347,3724.34542975372,5300.0,9000.0,0.2303936541304313,0.0294464217893335,0.1278091703544199,0.1133130415074305,0.2598678969128424,,False,100000.0,0.07884,0.33,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0466_0708311854_826_ca0_scam01466_reids_gap____________01p02.wav,Delta,,0.07379,-8686.463637408864,0.9600683146255654,0.0009209731754988,16.476676707765108,6504.112729519049,3231.6369954030865,3500.0,9300.0,0.4084838657307599,0.0515116243390182,0.1261044282541396,0.1119814110089696,0.460001565214178,,False,100000.0,0.07402,0.23,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0472_0708832228_388_ca0_scam02472_austin_mountain______01p02.wav,Delta,,0.07344,-3800.735055938324,0.7930376388470086,0.0021048560034461,15.379459843653846,6551.497715614946,2695.6183978376084,5600.0,8900.0,1.8333661430253756,0.1812347991019042,0.0988535758617397,0.0899566858357326,2.0146895966449,,False,100000.0,0.07376,0.32,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0473_0708921605_229_ca0_scam02473_snead_farm___________01p02.wav,Delta,,0.07345,-6248.348961138288,0.6325063498502952,0.0012803382221057,16.929580268368888,6325.309354824404,2558.5097392055354,7200.0,8200.0,1.588300646105803,0.0955897815880189,0.0601836823666766,0.0567624665064094,1.6840314995336794,,False,100000.0,0.07371,0.2599999999999999,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0488_0710264577_671_ca0_scam02488_short_mountain_______01p02.wav,Delta,,0.07126,-17534.095396747984,0.736679312947787,0.0004562539337777,18.0932401102032,6658.337833493045,2938.7234441859514,5500.0,8900.0,3.163630355446826,0.2415132595799068,0.0763405431244814,0.0709153584281969,3.405655205486174,,False,100000.0,0.0716,0.34,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0497_0711062133_153_ca0_scam04497_pollock_knob_________01p02.wav,Delta,,0.07622,-8247.308090051916,0.9418819090676864,0.000970013477446,17.03428675639318,6254.888909392559,2812.2499719300326,4400.0,8100.0,0.4658065328665048,0.0308819468507929,0.0662977967714407,0.0621666055979886,0.4967610271420727,,False,100000.0,0.07659,0.37,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0501_0711414592_419_ca0_scam01501_pollock_knob_501_sca_01p02.wav,Delta,,0.07637,-17369.441670892353,0.8052191653221218,0.0004605789956626,22.51348874045433,5935.206164085344,2826.860869137937,4900.0,7800.0,0.4640806317577211,0.034119244319839,0.073520078161011,0.0684751220431502,0.4982721213455958,,False,100000.0,0.0767,0.33,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0504_0711700522_280_ca0_scam04504_hightop______________01p02.wav,Delta,,0.06905,-3275.9670529598725,0.8637692732148765,0.0024420270016976,12.06564071500956,6946.822116325533,3115.1065994923365,4300.0,9800.0,6.272644708113396,1.0561949879736727,0.1683811274385635,0.1441122703714129,7.328973343155284,,False,100000.0,0.0693,0.25,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0505_0711777950_028_ca0_scam01505_apple_orchard_mounta_01p02.wav,Delta,,0.07089,-10864.57512004898,0.9652547989101788,0.0007363380446638,19.700087591929,7148.852899296042,3503.2799652421986,6000.0,9000.0,2.2837945576657503,0.2930037354268976,0.1282968883708938,0.1137012251000798,2.5769619911218693,,False,100000.0,0.07119,0.3,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0520_0713103129_850_ca0_scam05520_hogback_mountain_____01p02.wav,Delta,,0.07104,-7358.496458876614,0.94111002283379,0.0010871786165432,18.342350762724195,6724.421361705699,3468.58896774419,7200.0,9200.0,1.9421466240929388,0.1936735081680298,0.0997213628288663,0.0906708245689205,2.136006913897811,,False,100000.0,0.07138,0.34,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0521_0713193045_560_ca0_scam07521_mill_prong_521_______01p02.wav,Delta,,0.07483,-2482.792725935736,0.9667471878523864,0.0032221779596945,11.390529567631804,6170.393377447824,2629.717207654161,5400.0,8400.0,1.0110343257348102,0.1032753098705953,0.1021481736493326,0.0926773960483471,1.1143527362024663,,False,100000.0,0.0752,0.37,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0532_0714154700_858_ca0_scam01532_loft_mountain________01p02.wav,Delta,,0.07838,-4235.592348034643,0.8846797122385307,0.0018887558911829,16.934561428652707,6584.496395156163,3006.440716440877,7500.0,8800.0,0.8524796061172979,0.0768468729744942,0.0901451159922767,0.0826859080607166,0.9293829477940206,,False,100000.0,0.07868,0.3,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0544_0715237522_243_ca0_scam15012_aegis_0544b__________01p02.wav,Delta,,0.0781,-5761.492292878179,0.7303399686169162,0.0013885291506662,15.763819657218146,6895.036791345744,3842.516795922714,6600.0,9600.0,0.0984144417205662,0.0130794961701546,0.1329022035941836,0.117308474068039,0.1114966013671653,,False,100000.0,0.07838,0.2799999999999999,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0550_0715772566_733_ca0_scam15011_aegis_0550a__________01p02.wav,Delta,,0.076,-8610.009353038196,0.9735414072110132,0.0009291511393279,16.426002669885918,7051.47832430424,4069.907915519691,4300.0,10600.0,0.1308668618902709,0.0266022153672828,0.2032769410302525,0.1689074860018839,0.1574957747401799,,False,100000.0,0.07627,0.27,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0554_0716124210_576_ca0_scam02554_barrier_range________01p02.wav,Delta,,0.07838,-3130.964040917865,0.8928581624255582,0.0025551235643238,-14.432677343469347,7361.723652536007,3721.1888152935794,3900.0,11000.0,0.673403850822334,0.1770779472958563,0.2629595109674764,0.2082018212853593,0.8505110387730717,,False,100000.0,0.07864,0.2599999999999999,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0561_0716747598_035_ca0_scam04561_becharof_____________01p02.wav,Delta,,0.06894,-3404.21988291096,0.9036350406980758,0.0023500244623326,8.25276454209623,6961.254652657927,2507.308204626396,4400.0,9700.0,24.793953973179317,3.2811175708000704,0.1323353900853973,0.1168674166693653,28.07555488355511,,False,100000.0,0.06919,0.25,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0593_0719582709_653_ca0_scam01593_knife_creek__________01p02.wav,Delta,,0.06922,-15132.77796893876,0.954411146592586,0.0005286537618156,19.083855024026303,6936.149978181455,3125.8682474284988,6500.0,9400.0,3.986296273421543,0.5708204067119073,0.1431956802904559,0.1252501938413666,4.557441303722607,,False,100000.0,0.06952,0.3,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0607_0720827278_796_ca0_scam02607_mount_cerberus_scam__01p02.wav,Delta,,0.06883,-10688.0767867804,0.8510344135430601,0.0007484976165117,17.5438301057631,6884.716222565702,3064.1683872011663,3800.0,9900.0,7.069651322421848,1.191079950751011,0.1684778918266344,0.1441846300644392,8.260796939442795,,False,100000.0,0.06914,0.31,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0608_0720913346_166_ca0_scam01608_moraine_creek_608____01p02.wav,Delta,,0.07012,-4912.007146916732,0.8722622674206272,0.0016286621254249,15.64219614415107,6581.643269322259,2878.49468162703,6600.0,9000.0,5.912771950946721,0.6450885791596435,0.1091008725706655,0.098363193231009,6.558231366529883,,False,100000.0,0.0704,0.2799999999999999,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0608_0720916149_468_ca0_scam02608_mount_griggs_________01p02.wav,Delta,,0.06937,-5169.790823510943,0.9005722301742729,0.0015474513908024,15.83612644533927,6567.020821772997,2777.036468940805,3700.0,9000.0,6.809293533673929,0.6764795238726686,0.0993465064367223,0.0903670721606737,7.48590728567459,,False,100000.0,0.0697,0.33,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0620_0721976717_616_ca0_scam01620_kupreanof_strait_620_01p02.wav,Delta,,0.06886,-4585.204829498674,0.9531936783839892,0.0017447421211223,14.273982611955828,7437.069493845606,3177.2263539261635,6200.0,9900.0,5.906663565861107,0.9129551599530552,0.1545635958055382,0.1338685059538248,6.819790461155665,,False,100000.0,0.06911,0.25,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0643_0724021966_038_ca0_scam01643_levelock_____________01p02.wav,Delta,,0.07378,-15515.736929276469,0.8707634783977861,0.0005156055452902,19.04307608252476,6141.015488323757,2851.4405387184884,3900.0,8600.0,0.8086132219959447,0.0512267536708255,0.0633513678447894,0.0595666002018877,0.8599912282588527,,False,100000.0,0.07413,0.35,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0657_0725264911_733_ca0_scam01657_dolgoi_island________01p02.wav,Delta,,0.07358,-7809.482948831643,0.9925037147294968,0.0010243956037059,15.656708842941065,7032.214565462,3385.215982144741,5000.0,9800.0,0.4150409710926281,0.0662505156843353,0.159624037862878,0.1376474861490845,0.4813056710137092,,False,100000.0,0.0738,0.22,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0669_0726333000_865_ca0_scam02669_lake_clark___________01p02.wav,Delta,,0.0706,-5282.671124106285,0.9387031311652144,0.0015143853955802,14.148296741043858,7530.558966338166,3804.3719188403206,4700.0,10100.0,1.1049464583336774,0.1975837664103116,0.1788175028030582,0.1516770033914964,1.3026613263206714,,False,100000.0,0.07083,0.23,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0673_0726685505_155_ca0_scam01673_kubugakli____________01p02.wav,Delta,,0.07005,-8009.922016078637,0.7988151451023586,0.0009987612843097,18.00228809052535,7204.250991336764,3098.218103460544,7600.0,9600.0,3.1673703147611083,0.500513923632166,0.1580219153092353,0.1364534671030696,3.6680191002703113,,False,100000.0,0.07036,0.31,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0676_0726946541_858_ca0_scam01676_unga_island__________01p02.wav,Delta,,0.07393,-15150.333592515834,0.877775838299142,0.0005280411781792,20.261248254391425,7371.021233034015,2568.9052010631563,6700.0,10100.0,0.9367118200453391,0.1669009414121542,0.178177469143152,0.1512268841182174,1.1036459713187243,,False,100000.0,0.07425,0.32,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0681_0727393932_667_ca0_scam01681_chignik______________01p02.wav,Delta,,0.07558,-6835.691249711067,0.8577548772979011,0.0011703278728889,18.544174052525552,7625.979469577895,3948.527786515181,9100.0,10700.0,0.1446133351783989,0.0329269853274707,0.2276898274066572,0.1854585923429333,0.1775435956430915,,False,100000.0,0.07583,0.25,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0691_0728279185_537_ca0_scam01691_manokotak____________01p02.wav,Delta,,0.07723,-14379.28421117378,0.7141830034261265,0.0005563559272153,20.94846621899662,6207.641569535547,3278.788779992597,4800.0,8400.0,0.3885814452490355,0.0500315846687758,0.128754435602841,0.114057395705329,0.4386527007686031,,False,100000.0,0.07757,0.34,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0695_0728634272_026_ca0_scam01695_ugak_island__________01p02.wav,Delta,,0.07801,-7379.661440106554,0.8794704132567976,0.0010840605717387,19.16253316598963,6426.635810285235,3591.180149400013,4800.0,8700.0,0.1806037331220487,0.0220710855005892,0.1222072496456873,0.1088830581397499,0.2027044967111536,,False,100000.0,0.07835,0.34,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0697_0728812707_807_ca0_scam01697_abbott_ridge_________01p02.wav,Delta,,0.07041,-36552.86559607478,0.931141526942574,0.000218861089809,18.43998559024572,11646.409613458296,6737.196270719183,3600.0,20700.0,0.1252810276900334,0.1370040303976422,1.0935736473731166,0.5222570361173837,0.2623306550662707,,False,100000.0,0.07065,0.24,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0702_0729255014_836_ca0_scam01702_neighbor_mountain____01p02.wav,Delta,,0.07859,-4063.557543332471,0.7314089917591531,0.0019687182757203,14.429628689963929,6603.544780236366,2938.1594727619727,6800.0,8400.0,0.3769908032886824,0.0335125453395207,0.0888948617504028,0.081636859516873,0.4105075273332166,,False,100000.0,0.07888,0.29,,Delta,Delta,Short-clip find_peaks backtracking v2
scam_0703_0729348823_160_ca0_scam02703_aegis_0703a__________01p02.wav,Delta,,0.06955,-2973.6688017600327,0.8940609125640495,0.0026902794269708,-1.2178981107024391,8138.157068292072,5288.90499959356,2700.0,13900.0,0.0413679158207261,0.0172921711542231,0.4180092424564321,0.2947777551289722,0.0586617234623333,,False,100000.0,0.06984,0.29,,Delta,Delta,Short-clip find_peaks backtracking v2
