File Name,Formation,Member,Onset (s),Slope (dB/s),R^2,Drop Time (s),C2 (dB),Spectral Centroid (Hz),Spectral Bandwidth (Hz),Peak Frequency (Hz),Rolloff 85% (Hz),Low Power 1-10 kHz,High Power 10-30 kHz,High/Low Ratio,High Frequency Fraction,Total FFT Power,Recovery Method,Flagged,Sample Rate (Hz),Peak Time (s),Peak-Onset Lag (ms),Pass2 Expected Time (s),Region,Dataset Source,Processing Version
scam_0201_0684779800_791_ca0_scam01201_digne________________02p01.wav,Seitah,Undivided,0.07663,-1078.555115,0.9924718815,0.00741733073,8.389994153,6751.819686,5905.59698,4800.0,8200.0,89063092795.0,6182688385.0,0.069419197,0.0583724774,105917868484.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0205_0685134515_460_ca0_scam04205_monier_______________01p01.wav,Seitah,Bastide,0.07,-7611.26824,0.9840224618,0.001051073191,19.77759495,10811.33361,11442.13087,6800.0,18100.0,22365455445.0,3251703028.0,0.1453895288,0.1064631194,30542999747.0,,,,,,,Crater Floor,Crater Floor,
scam_0205_0685134703_601_ca0_scam04205_monier_______________02p01.wav,Seitah,Bastide,0.06988,-6445.980317,0.9826801569,0.001241083529,16.88121619,9690.204793,10024.80161,6900.0,10900.0,9479108084.0,1075635734.0,0.1134743611,0.09115085057,11800611042.0,,,,,,,Crater Floor,Crater Floor,
scam_0205_0685137290_788_ca0_scam05205_levens_______________01p01.wav,Seitah,Bastide,0.06876,-5559.533569,0.8948754626,0.001438969637,12.37974979,6714.160264,5984.754356,3700.0,8600.0,26730784628.0,2432799079.0,0.09101113613,0.07679449048,31679343964.0,,,,,,,Crater Floor,Crater Floor,
scam_0205_0685137452_729_ca0_scam05205_levens_______________02p01.wav,Seitah,Bastide,0.06893,-4925.923366,0.9610402296,0.001624060995,14.40294813,6334.615822,5527.586394,4000.0,8200.0,25945394261.0,1235236897.0,0.04760910104,0.04394551791,28108370448.0,,,,,,,Crater Floor,Crater Floor,
scam_0206_0685219382_906_ca0_scam01206_cine_________________01p01.wav,Seitah,Bastide,0.06976,-7645.861286,0.8550002644,0.001046317701,17.41492685,8047.39134,8236.53864,3100.0,10100.0,24214569078.0,3238582115.0,0.1337451889,0.1018843744,31786838101.0,,,,,,,Crater Floor,Crater Floor,
scam_0206_0685219580_929_ca0_scam01206_cine_________________02p01.wav,Seitah,Bastide,0.06966,-4015.186163,0.9096241118,0.001992435637,14.69023358,9001.646771,9906.933053,5800.0,9700.0,42786728437.0,3406523655.0,0.07961636188,0.0622196748,54749943099.0,,,,,,,Crater Floor,Crater Floor,
scam_0211_0685666238_554_ca0_scam04211_penne________________01p01.wav,Seitah,Bastide,0.06979,-6195.764229,0.9542392887,0.001291204717,15.72753509,8157.774433,8857.770292,3900.0,10200.0,26730369104.0,3218104236.0,0.1203913131,0.0828864305,38825465360.0,,,,,,,Crater Floor,Crater Floor,
scam_0213_0685844840_180_ca0_scam04213_moustiers_sainte_mar_02p01.wav,Seitah,Bastide,0.07324,-2567.4574,0.4784448008,0.00311592317,1.399214277,10842.98001,12379.31459,1500.0,25300.0,23339053825.0,7000792584.0,0.2999604284,0.007327637545,955395588342.0,,,,,,,Crater Floor,Crater Floor,
scam_0237_0687976823_665_ca0_scam06237_sigale_______________01p01.wav,Seitah,Undivided,0.0725,-2131.260405,0.8256848926,0.003753647364,9.995590554,5575.17785,4111.281587,3900.0,7500.0,31727877524.0,2297419703.0,0.07241012895,0.01497367403,153430594088.0,,,,,,,Crater Floor,Crater Floor,
scam_0237_0687976869_667_ca0_scam06237_sigale_______________02p01.wav,Seitah,Undivided,0.07259,-5710.7306,0.923532578,0.001400871545,16.31361246,6178.188664,5288.330798,4500.0,8800.0,10478644727.0,663635407.2,0.06333217935,0.04171748901,15907846394.0,,,,,,,Crater Floor,Crater Floor,
scam_0239_0688152051_670_ca0_scam01239_cheiron______________02p01.wav,Seitah,Caille,0.07177,-7955.488449,0.7616602124,0.001005595075,9.440068188,5036.523867,2572.567387,3600.0,7100.0,93784661276.0,1496684453.0,0.0159587339,0.01306469359,114559476110.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0239_0688154484_917_ca0_scam02239_content______________01p01.wav,Seitah,Content,0.07339,-2697.631903,0.8225865212,0.002965563979,13.90810525,5616.924702,4665.678589,3200.0,8000.0,46901148530.0,2929507134.0,0.06246130907,0.0495284752,59147937058.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0239_0688154646_681_ca0_scam02239_content______________02p01.wav,Seitah,Content,0.07365,-12330.97668,0.9011105967,0.0006487726163,16.94001481,5747.340804,4959.606517,3200.0,8700.0,23030255799.0,1602258356.0,0.06957188709,0.05907397437,27122914500.0,,,,,,,Crater Floor,Crater Floor,
scam_0242_0688422891_820_ca0_scam06242_gion_________________01p01.wav,Seitah,Bastide,0.07631,-7179.293748,0.8929517119,0.001114315736,17.16962174,6107.529414,5138.373276,4600.0,7600.0,9741527349.0,601840282.9,0.06178089548,0.05360650851,11227000222.0,,,,,,,Crater Floor,Crater Floor,
scam_0242_0688423037_764_ca0_scam06242_gion_________________02p01.wav,Seitah,Bastide,0.07651,-16848.8176,0.9424397455,0.0004748107666,16.76442508,5655.665484,4142.450011,4300.0,7800.0,23411448397.0,1103046692.0,0.04711569628,0.04378682882,25191289751.0,,,,,,,Crater Floor,Crater Floor,
scam_0246_0688773424_713_ca0_scam01246_amignon______________02p01.wav,Seitah,Caille,0.07515,-1079.435865,0.6858947456,0.007411278668,4.506655555,5454.586155,6391.174974,3700.0,9400.0,54610143816.0,7920375883.0,0.1450348842,0.005392974899,1468646902909.0,,,,,,,Crater Floor,Crater Floor,
scam_0246_0688775965_945_ca0_scam02246_brac_246_____________01p01.wav,Seitah,Caille,0.07406,-319.8729006,0.7679613464,0.02500993358,7.424943781,6009.894697,4855.367278,4500.0,8400.0,70260396300.0,3575240889.0,0.05088557819,0.04449550543,80350607427.0,,,,,,,Crater Floor,Crater Floor,
scam_0246_0688776125_739_ca0_scam02246_brac_246_____________02p01.wav,Seitah,Caille,0.07421,-3175.609402,0.870379022,0.00251920151,14.95156907,5377.077337,3392.179785,4500.0,7900.0,66544894762.0,1588303158.0,0.02386814441,0.02266156296,70087979388.0,,,,,,,Crater Floor,Crater Floor,
scam_0247_0688864881_213_ca0_scam01247_brac_247_____________01p01.wav,Seitah,Bastide,0.0745,-1028.410305,0.9514002837,0.007778996341,8.25211257,6172.658483,5555.832269,4300.0,8700.0,16936664875.0,975117236.4,0.05757433613,0.04055394665,24044940555.0,,,,,,,Crater Floor,Crater Floor,
scam_0247_0688865095_185_ca0_scam01247_brac_247_____________02p01.wav,Seitah,Bastide,0.07444,-3032.151121,0.9440284444,0.002638390924,12.08736438,5991.187811,5353.37463,3800.0,8400.0,19574413505.0,1390075708.0,0.07101493527,0.06301017488,22061130773.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0250_0689128711_062_ca0_scam01250_hotel________________01p01.wav,Seitah,Caille,0.07838,-4700.12589,0.9963750814,0.001702082069,8.278903547,8402.404356,7962.198981,6200.0,10300.0,34177131448.0,5274537559.0,0.1543294401,0.02903426092,181665983295.0,very wide soft,,,,,,Crater Floor,Crater Floor,
scam_0252_0689319767_228_ca0_scam04252_pierlas______________01p01.wav,Seitah,Bastide,0.06826,-4333.557319,0.8477285482,0.001846058425,15.46479922,8003.438467,7215.077601,5000.0,9300.0,35436723965.0,3925437664.0,0.1107731535,0.08862298705,44293673620.0,,,,,,,Crater Floor,Crater Floor,
scam_0252_0689319812_322_ca0_scam04252_pierlas______________02p01.wav,Seitah,Bastide,0.06835,-5183.607951,0.8233288023,0.001543326593,15.84541098,8224.914544,8046.397146,5100.0,10100.0,18553892468.0,2547255638.0,0.1372895548,0.1116413541,22816416538.0,,,,,,,Crater Floor,Crater Floor,
scam_0253_0689394708_788_ca0_scam01253_ubraye_______________01p01.wav,Seitah,Content,0.07225,-1579.314886,0.9781796147,0.005065487618,10.36699735,6362.857904,3292.005001,4900.0,8600.0,53958489269.0,4336453888.0,0.08036648072,0.0584771491,74156383382.0,,,,,,,Crater Floor,Crater Floor,
scam_0253_0689394907_835_ca0_scam01253_ubraye_______________02p01.wav,Seitah,Content,0.07222,-2137.923125,0.8831021529,0.003741949328,11.90261719,6490.732024,3311.382872,5000.0,8800.0,31203038406.0,1830243986.0,0.05865595403,0.0356393224,51354623569.0,,,,,,,Crater Floor,Crater Floor,
scam_0253_0689397372_279_ca0_scam02253_valette______________01p01.wav,Seitah,Content,0.07223,-3822.693634,0.9576794547,0.002092765146,13.1617382,5591.550324,3463.612181,3900.0,8700.0,40348730162.0,1569373968.0,0.03889525053,0.03602613765,43562093259.0,very wide soft,,,,,,Crater Floor,Crater Floor,
scam_0253_0689397541_091_ca0_scam02253_valette______________02p01.wav,Seitah,Content,0.07226,-5328.224663,0.9845448954,0.001501438191,13.59881242,6357.680847,3817.134691,3600.0,9000.0,25983049017.0,1720159917.0,0.06620315868,0.04850840267,35461071120.0,very wide soft,,,,,,Crater Floor,Crater Floor,
scam_0254_0689482548_838_ca0_scam01254_ferres_______________01p01.wav,Seitah,Bastide,0.07213,-1099.937733,0.9166506272,0.007273138979,11.98564563,6552.914769,4957.410199,5700.0,8000.0,16486441893.0,962565497.1,0.05838527824,0.04649055521,20704538648.0,,,,,,,Crater Floor,Crater Floor,
scam_0254_0689482747_855_ca0_scam01254_ferres_______________02p01.wav,Seitah,Bastide,0.07206,-2726.375329,0.9736030664,0.002934298853,11.21083552,6277.858436,4935.816552,4700.0,8900.0,16177142424.0,1300893316.0,0.08041551974,0.02283190574,56976992217.0,,,,,,,Crater Floor,Crater Floor,
scam_0255_0689572368_351_ca0_scam01255_ubraye_255___________01p01.wav,Seitah,Caille,0.07246,-3298.680811,0.9724062095,0.002425211913,14.37314691,5260.012615,3516.574713,4000.0,8000.0,63310650161.0,2023947617.0,0.03196851733,0.02937199173,68907401153.0,wider 3 sigma,,,,,,Crater Floor,Crater Floor,
scam_0255_0689572563_648_ca0_scam01255_ubraye_255___________02p01.wav,Seitah,Caille,0.07249,-692.2741561,0.7111329885,0.01155611535,9.316479774,5316.448258,3972.180512,1700.0,8600.0,33144752933.0,1859191598.0,0.05609308965,0.006228310478,298506569990.0,,,,,,,Crater Floor,Crater Floor,
scam_0256_0689670525_115_ca0_scam05255_ilonse_______________01p01.wav,Seitah,Bastide,0.0717,-4156.17413,0.8586153928,0.001924847167,16.29675768,6456.259948,4796.273549,7100.0,7800.0,10498350374.0,776342328.7,0.07394898256,0.0471755733,16456447147.0,,,,,,,Crater Floor,Crater Floor,
scam_0256_0689670704_122_ca0_scam05255_ilonse_______________02p01.wav,Seitah,Bastide,0.0716,-1423.67254,0.8467724782,0.005619269723,13.33438997,6269.878781,4972.958015,5000.0,9000.0,15701450656.0,1129009435.0,0.07190478509,0.0243495779,46366694308.0,,,,,,,Crater Floor,Crater Floor,
scam_0268_0690749569_464_ca0_scam07268_cordoeil_____________01p01.wav,Seitah,Bastide,0.06887,-4200.017549,0.9828757261,0.001904753946,13.94956997,6999.976413,7308.193066,3700.0,8600.0,11049005.92,706021.9534,0.06389913795,0.05631640268,12536701.92,,,,,,,Crater Floor,Crater Floor,
scam_0268_0690749665_399_ca0_scam07268_cordoeil_____________02p01.wav,Seitah,Bastide,0.06888,-4634.7043,0.965537272,0.001726107963,14.9426693,6725.354066,7250.478524,3700.0,7900.0,62678651131.0,2818558942.0,0.04496840458,0.04054277428,69520623400.0,,,,,,,Crater Floor,Crater Floor,
scam_0274_0691263402_243_ca0_scam03274_chasteuil____________02p01.wav,Seitah,Caille,0.0608,-3384.594508,0.9987977338,0.002363650943,3.566759267,8858.390744,9784.187151,1000.0,17700.0,39839502804.0,16696328425.0,0.419089779,0.00290286371,5751674929135.0,very wide soft,,,,,,Crater Floor,Crater Floor,
scam_0279_0691717551_834_ca0_scam02279_rent_________________01p01.wav,Seitah,Caille,0.06953,-3954.922844,0.6570697835,0.002022795467,15.40585727,8641.333029,8509.619977,7200.0,10400.0,41126383634.0,5096627328.0,0.1239259783,0.09913349143,51411760589.0,wider 3 sigma,,,,,,Crater Floor,Crater Floor,
scam_0279_0691717703_842_ca0_scam02279_rent_________________02p01.wav,Seitah,Caille,0.06947,-4069.811362,0.7800777822,0.001965693072,13.74128759,8794.394185,8712.406244,5100.0,9900.0,66163192445.0,6533360140.0,0.09874614417,0.08049273281,81167080702.0,,,,,,,Crater Floor,Crater Floor,
scam_0280_0691792875_617_ca0_scam03280_thouron______________01p01.wav,Seitah,Content,0.06961,-3371.133204,0.9376797544,0.00237308926,16.25734387,7845.61413,7330.209601,4800.0,8800.0,46870537763.0,3745188285.0,0.07990495659,0.06272479302,59708260566.0,,,,,,,Crater Floor,Crater Floor,
scam_0280_0691793045_616_ca0_scam03280_thouron______________02p01.wav,Seitah,Content,0.06944,-3846.505011,0.9227304664,0.002079810107,16.80731859,8629.16324,7759.650719,4300.0,10500.0,27203947420.0,4361048545.0,0.1603094021,0.1168015385,37337252568.0,,,,,,,Crater Floor,Crater Floor,
scam_0282_0691972788_406_ca0_scam02282_norante______________01p01.wav,Seitah,Bastide,0.07422,-7184.242353,0.8236833544,0.001113548181,18.63125503,7151.41062,6303.160917,4900.0,8800.0,3506006742.0,433564958.9,0.1236634698,0.09680678459,4478662945.0,,,,,,,Crater Floor,Crater Floor,
scam_0282_0691972948_372_ca0_scam02282_norante______________02p01.wav,Seitah,Bastide,0.07419,-3406.881891,0.7071530734,0.002348188242,14.70277724,6866.347144,5992.842539,5300.0,8400.0,8287691795.0,516082258.0,0.06227092788,0.05127202107,10065572749.0,,,,,,,Crater Floor,Crater Floor,
scam_0285_0692235053_725_ca0_scam01285_estoublaisse_________01p01.wav,Seitah,Undivided,0.07583,-3569.538128,0.9996687293,0.002241186314,-0.5635112102,5020.839918,7411.41492,1000.0,8100.0,57238009005.0,5047773012.0,0.08818917884,0.002932869023,1721104138043.0,,,,,,,Crater Floor,Crater Floor,
scam_0285_0692235221_781_ca0_scam01285_estoublaisse_________02p01.wav,Seitah,Undivided,0.0761,-1090.382847,0.9281841721,0.007336872571,10.53864795,6745.641541,5767.259508,7400.0,8100.0,64835126290.0,2750399457.0,0.04242144058,0.03244751503,84764563791.0,,,,,,,Crater Floor,Crater Floor,
scam_0286_0692325142_462_ca0_scam01286_bezaudun_____________02p01.wav,Seitah,Undivided,0.07765,-548.0299799,0.5876700538,0.01459774153,6.571857755,8813.022999,10298.2556,1000.0,15500.0,22191837422.0,6323236333.0,0.2849352315,0.04412988107,143286956145.0,,,,,,,Crater Floor,Crater Floor,
scam_0287_0692411661_044_ca0_scam04287_aurent_______________01p01.wav,Seitah,Undivided,0.07037,-2260.540033,0.8654643185,0.003538977361,12.45089481,14943.30394,15834.31075,4200.0,38500.0,13594081214.0,3421994732.0,0.2517268125,0.06453749558,53023357999.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0287_0692411853_962_ca0_scam04287_aurent_______________02p01.wav,Seitah,Undivided,0.07035,-2950.525461,0.954959094,0.002711381449,10.04285684,10325.99384,11527.69528,4800.0,23200.0,13831581665.0,2371455341.0,0.171452217,0.04616589738,51368119667.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0287_0692414330_040_ca0_scam05287_castiglione__________01p01.wav,Seitah,Undivided,0.07016,-3006.504004,0.933054006,0.002660897837,14.40413402,10015.98786,10397.05568,4900.0,16000.0,13998913917.0,2240859648.0,0.1600738215,0.1086461896,20625294421.0,wider 3 sigma,,,,,,Crater Floor,Crater Floor,
scam_0287_0692414497_100_ca0_scam05287_castiglione__________02p01.wav,Seitah,Undivided,0.07017,-14966.21691,0.827161699,0.0005345372212,19.02869415,9187.867017,9386.44484,7100.0,11700.0,11882665365.0,1865042660.0,0.1569549089,0.1207387203,15446930815.0,,,,,,,Crater Floor,Crater Floor,
scam_0302_0693766635_842_ca0_scam07302_monts_du_cheval_blan_01p01.wav,Seitah,Undivided,0.07046,-2872.217064,0.9894421912,0.002785304808,3.752964108,7464.467506,8164.657726,4900.0,9000.0,16353667261.0,1228528893.0,0.07512253205,0.01943892896,63199412664.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0302_0693766731_810_ca0_scam07302_monts_du_cheval_blan_02p01.wav,Seitah,Undivided,0.07047,-5992.86503,0.9080639364,0.00133492077,15.6839449,14272.168,16072.67642,4500.0,42400.0,13494524302.0,1529121554.0,0.1133142243,0.07526786314,20315729581.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0305_0694016101_296_ca0_scam01305_gacia________________01p01.wav,Seitah,Undivided,0.06887,-2261.601698,0.9790743383,0.003537316057,12.34906007,15737.52284,15675.38301,4500.0,41800.0,18246764154.0,4195227519.0,0.2299162462,0.1196936791,35049699793.0,,,,,,,Crater Floor,Crater Floor,
scam_0305_0694016307_209_ca0_scam01305_gacia________________02p01.wav,Seitah,Undivided,0.06902,-3769.795133,0.9564084743,0.002122131234,14.86577713,9101.255756,10040.19768,4500.0,10500.0,19830464276.0,2281128891.0,0.1150315423,0.07919780029,28802932439.0,,,,,,,Crater Floor,Crater Floor,
scam_0309_0694366037_036_ca0_scam04309_riez_________________02p01.wav,Seitah,Undivided,0.0689,-1245.718124,0.8318199456,0.006421998559,5.091906273,7131.571358,7053.611687,2800.0,12200.0,25765030762.0,6408995908.0,0.2487478462,0.007449928791,860276129837.0,,,,,,,Crater Floor,Crater Floor,
scam_0309_0694368476_148_ca0_scam05309_jabron_309___________01p01.wav,Seitah,Undivided,0.06924,-7463.898676,0.9635623635,0.001071825911,16.52999633,7760.279704,7402.678004,4900.0,9400.0,32996815501.0,3492985925.0,0.1058582737,0.08145698799,42881353847.0,,,,,,,Crater Floor,Crater Floor,
scam_0309_0694368637_085_ca0_scam05309_jabron_309___________02p01.wav,Seitah,Undivided,0.06915,-2084.024552,0.9462551447,0.003838726369,13.41817616,8301.888994,7654.374858,4700.0,9800.0,24151567856.0,2767489443.0,0.1145883969,0.08548181537,32375183319.0,,,,,,,Crater Floor,Crater Floor,
scam_0312_0694632630_696_ca0_scam01312_riolan_312___________01p01.wav,Seitah,Undivided,0.07381,-3359.993737,0.7892557026,0.002380956819,1.523179715,4928.600564,2565.681471,3600.0,7200.0,1175589405781.0,19022927651.0,0.01618160861,0.01300270486,1462997726466.0,,,,,,,Crater Floor,Crater Floor,
scam_0313_0694724354_682_ca0_scam01313_bessons______________02p01.wav,Seitah,Undivided,0.07188,-970.8639691,0.9914819573,0.008240083322,7.675198507,25050.48363,13866.17378,19500.0,41400.0,66814021407.0,128234712916.0,1.919278472,0.362797508,353460842698.0,,,,,,,Crater Floor,Crater Floor,
scam_0320_0695345052_585_ca0_scam02320_angles_______________01p01.wav,Seitah,Undivided,0.06881,-21678.2887,0.9407759406,0.0003690328194,-3.785720185,15883.44674,13951.43568,39100.0,39100.0,35893774565.0,14783159328.0,0.4118585885,0.05239208245,282163995700.0,,,,,,,Crater Floor,Crater Floor,
scam_0320_0695345085_600_ca0_scam02320_angles_______________02p01.wav,Seitah,Undivided,0.06876,-1576.621711,0.973024408,0.00507414045,11.16752749,13421.89405,12802.3345,5000.0,33300.0,47173310041.0,13642231824.0,0.2891938643,0.1843857028,73987470915.0,,,,,,,Crater Floor,Crater Floor,
scam_0321_0695435001_618_ca0_scam04321_caran________________01p01.wav,Seitah,Undivided,0.0689,-2616.252707,0.8935012343,0.003057808589,10.72036045,12091.02238,13335.94165,5200.0,27600.0,28584439757.0,3465291173.0,0.1212299839,0.08441511148,41050602339.0,,,,,,,Crater Floor,Crater Floor,
scam_0321_0695435161_655_ca0_scam04321_caran________________02p01.wav,Seitah,Undivided,0.06896,-4603.298626,0.8946548476,0.001737884211,15.32364708,8186.198331,8550.973439,5200.0,9600.0,39917018637.0,4417971117.0,0.110678885,0.08262780431,53468334949.0,,,,,,,Crater Floor,Crater Floor,
scam_0323_0695612813_710_ca0_scam05323_pra_loup_____________01p01.wav,Seitah,Undivided,0.06887,-4011.422323,0.9198936314,0.001994305101,15.22834302,8885.358519,9562.180563,4800.0,11900.0,26556762787.0,3439606108.0,0.1295190282,0.06282549868,54748568339.0,,,,,,,Crater Floor,Crater Floor,
scam_0323_0695612859_743_ca0_scam05323_pra_loup_____________02p01.wav,Seitah,Undivided,0.06891,-5475.190402,0.9241412983,0.001461136401,17.27872712,11686.76193,12350.23059,6100.0,23000.0,12218702611.0,2531392808.0,0.2071736164,0.1379180348,18354327712.0,,,,,,,Crater Floor,Crater Floor,
scam_0323_0695613997_825_ca0_scam06323_pra_balou____________01p01.wav,Seitah,Undivided,0.069,-5138.832173,0.9628414288,0.001556773938,15.07703315,7833.53402,8567.437052,3900.0,9200.0,45099622462.0,3900966952.0,0.08649666537,0.07257585613,53750202346.0,,,,,,,Crater Floor,Crater Floor,
scam_0323_0695614043_919_ca0_scam06323_pra_balou____________02p01.wav,Seitah,Undivided,0.06902,-1524.094125,0.9937365683,0.005249019643,6.743631744,7477.927473,7836.149599,4700.0,9300.0,37309368673.0,3644310662.0,0.0976781648,0.06703819715,54361704470.0,,,,,,,Crater Floor,Crater Floor,
scam_0324_0695701949_810_ca0_scam01324_tourtour_____________01p01.wav,Seitah,Undivided,0.07355,-1698.698783,0.593329577,0.004709487097,6.328453276,5201.145905,5659.99145,1000.0,8000.0,69524605091.0,4232897235.0,0.06088344162,0.003963418238,1067991562146.0,,,,,,,Crater Floor,Crater Floor,
scam_0324_0695701995_789_ca0_scam01324_tourtour_____________02p01.wav,Seitah,Undivided,0.07347,-2542.508219,0.9078548995,0.00314649917,10.48205633,6408.111783,6297.771719,3800.0,8400.0,28751408022.0,1836155662.0,0.06386315622,0.01273427011,144190098527.0,wider 3 sigma,,,,,,Crater Floor,Crater Floor,
scam_0324_0695703302_896_ca0_scam02324_amen_________________01p01.wav,Seitah,Undivided,0.07188,-986.298199,0.9659559505,0.008111137188,10.5759672,15803.52758,14434.83145,30700.0,35900.0,11698257075.0,4493826930.0,0.3841449971,0.2013237603,22321393778.0,,,,,,,Crater Floor,Crater Floor,
scam_0324_0695703348_903_ca0_scam02324_amen_________________02p01.wav,Seitah,Undivided,0.07166,-1063.470506,0.9036906602,0.007522540544,11.51545618,15182.42073,13887.45566,30800.0,30900.0,5212000330.0,1851230562.0,0.3551861943,0.1975697857,9370008451.0,,,,,,,Crater Floor,Crater Floor,
scam_0324_0695704717_372_ca0_scam03324_callas_______________01p01.wav,Seitah,Undivided,0.07171,-8881.802521,0.9450197221,0.0009007180672,17.0521235,10789.81419,11504.59954,6000.0,24200.0,10527684391.0,1730885677.0,0.1644127628,0.1179145116,14679157415.0,,,,,,,Crater Floor,Crater Floor,
scam_0324_0695704767_196_ca0_scam03324_callas_______________02p01.wav,Seitah,Undivided,0.07171,-1852.524827,0.9076776204,0.004318430654,13.03653248,10132.3821,11107.76202,5000.0,21000.0,26206216170.0,3039742856.0,0.1159931993,0.08591397916,35381236975.0,,,,,,,Crater Floor,Crater Floor,
scam_0324_0695706092_522_ca0_scam04324_gourdon______________01p01.wav,Seitah,Undivided,0.07167,-1198.062546,0.978971157,0.006677447709,9.770436843,13955.44133,13593.4696,5100.0,32600.0,19538378718.0,5184155776.0,0.2653319322,0.160466747,32306729431.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0324_0695706141_497_ca0_scam04324_gourdon______________02p01.wav,Seitah,Undivided,0.07153,-3240.823023,0.8264899711,0.002468508753,15.19162516,11427.13729,11879.24403,7200.0,29200.0,12090220196.0,1882286216.0,0.1556866778,0.1111008238,16942144549.0,,,,,,,Crater Floor,Crater Floor,
scam_0327_0695969086_749_ca0_scam02327_miassol______________01p01.wav,Seitah,Undivided,0.0711,-2269.948033,0.8572348135,0.003524309756,13.88959346,13178.16032,12835.82685,6800.0,30500.0,13711988682.0,3057599529.0,0.2229873143,0.1460834654,20930496969.0,,,,,,,Crater Floor,Crater Floor,
scam_0327_0695969132_732_ca0_scam02327_miassol______________02p01.wav,Seitah,Undivided,0.07107,-2148.163601,0.950048867,0.003724111142,7.932065535,14021.96501,13998.12435,1500.0,33600.0,12711215083.0,3281036416.0,0.2581213829,0.05960847529,55043119276.0,,,,,,,Crater Floor,Crater Floor,
scam_0328_0696057994_287_ca0_scam05328_brusquet_____________01p01.wav,Seitah,Undivided,0.06079,-2862.134737,0.9920479182,0.00279511649,3.04087528,10623.56566,11583.71248,2800.0,23600.0,33552278664.0,10312101512.0,0.3073442974,0.003581846459,2878990383477.0,very wide soft,,,,,,Crater Floor,Crater Floor,
scam_0338_0696944487_786_ca0_scam05338_calandre_338_________01p01.wav,Seitah,Undivided,0.07743,-3087.126271,0.9565017747,0.002591406796,-3.811676507,3789.534313,6267.83688,1000.0,6500.0,99303097287.0,6682970954.0,0.06729871611,0.002930494827,2280492322672.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0338_0696944536_824_ca0_scam05338_calandre_338_________02p01.wav,Seitah,Undivided,0.07743,-2721.262082,0.8563659868,0.002939812395,13.95033724,10205.35707,10030.18653,4800.0,17000.0,21722635696.0,6429311835.0,0.2959729162,0.1745685887,36829717662.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0347_0697743236_480_ca0_scam04347_taloire______________01p01.wav,Maaz,Rochette,0.07063,-1153.603915,0.9579717307,0.006934789224,9.386351922,8300.153984,11600.66898,1000.0,15400.0,18297110116.0,2639855162.0,0.1442771643,0.04514527569,58474671424.0,,,,,,,Crater Floor,Crater Floor,
scam_0347_0697743338_420_ca0_scam04347_taloire______________02p01.wav,Maaz,Rochette,0.07076,-9361.163152,0.9125971734,0.0008545946556,18.8978168,16785.10107,14763.25741,6800.0,39500.0,9189435559.0,3034663897.0,0.330233982,0.168601314,17999052474.0,,,,,,,Crater Floor,Crater Floor,
scam_0349_0697921512_524_ca0_scam01349_blache_______________01p01.wav,Maaz,Artuby,0.07079,-535.5285672,0.8643144555,0.01493851214,9.648287136,24841.25201,16437.46283,28900.0,45600.0,13367299807.0,12747077700.0,0.9536015414,0.1000554387,127400148023.0,,,,,,,Crater Floor,Crater Floor,
scam_0349_0697921615_569_ca0_scam01349_blache_______________02p01.wav,Maaz,Artuby,0.07069,-1378.090943,0.9662869698,0.005805132123,11.65490052,22822.94722,16509.14478,29200.0,44100.0,11984179223.0,8249745267.0,0.6883863395,0.2327282737,35447971736.0,Original,,,,,,Crater Floor,Crater Floor,
scam_0349_0697923265_570_ca0_scam02349_duyes________________01p01.wav,Maaz,Artuby,0.06934,-5653.99432,0.9271372801,0.001414928906,15.34573231,9404.262956,9491.536928,5300.0,11200.0,30742819883.0,3516891344.0,0.1143971619,0.08786068691,40028042890.0,,,,,,,Crater Floor,Crater Floor,
scam_0349_0697923372_569_ca0_scam02349_duyes________________02p01.wav,Maaz,Artuby,0.06923,-6056.419645,0.9096590788,0.001320912432,18.16517639,7592.838778,7595.321959,4700.0,9600.0,41802151355.0,4068246355.0,0.0973214589,0.08248399895,49321643068.0,,,,,,,Crater Floor,Crater Floor,
scam_0362_0699075597_664_ca0_scam05362_sid_362______________01p01.wav,Maaz,Nataani,0.0691,-1829.929436,0.7579528268,0.004371753273,14.12660989,8691.19334,9766.891012,4600.0,11500.0,18967680099.0,3698341996.0,0.1949812511,0.034121921,108386101595.0,,,,,,,Crater Floor,Crater Floor,
scam_0362_0699075646_651_ca0_scam05362_sid_362______________02p01.wav,Maaz,Nataani,0.06901,-3606.650523,0.9860181068,0.002218124531,1.484331246,9798.839834,10204.65131,4700.0,14400.0,16557536668.0,3109992920.0,0.1878294448,0.005686496123,546908474504.0,,,,,,,Crater Floor,Crater Floor,
