File Name,Setting,Found,Flagged,Onset (s),Peak Time (s),Peak-Onset Lag (ms),Forced Peak,Truncated
scam_0361_0698983364_602_ca0_scam01361_naanazwod____________02p01.wav,original,True,True,0.07403,0.07592,1.89,False,False
scam_0361_0698983364_602_ca0_scam01361_naanazwod____________02p01.wav,wider_3p5sigma,True,True,0.07438,0.07592,1.5399999999999998,False,False
scam_0361_0698983364_602_ca0_scam01361_naanazwod____________02p01.wav,wider_3sigma,True,True,0.07447,0.07592,1.45,False,False
scam_0361_0698983364_602_ca0_scam01361_naanazwod____________02p01.wav,very_wide_soft,True,True,0.05901,0.05901,0.0,True,False
scam_0108_0676523622_180_ca0_scam01108_jih__________________02p01.wav,original,False,True,,,,,
scam_0108_0676523622_180_ca0_scam01108_jih__________________02p01.wav,wider_3p5sigma,True,False,0.08256,0.08296,0.4,False,False
scam_0108_0676523622_180_ca0_scam01108_jih__________________02p01.wav,wider_3sigma,True,False,0.08255,0.08296,0.41,False,False
scam_0108_0676523622_180_ca0_scam01108_jih__________________02p01.wav,very_wide_soft,True,True,0.06081,0.06081,0.0,True,False
scam_0110_0676702998_588_ca0_scam03110_naakih_tsaadah_______01p01.wav,original,False,True,,,,,
scam_0110_0676702998_588_ca0_scam03110_naakih_tsaadah_______01p01.wav,wider_3p5sigma,True,True,0.0798,0.08151,1.71,False,False
scam_0110_0676702998_588_ca0_scam03110_naakih_tsaadah_______01p01.wav,wider_3sigma,True,True,0.0798,0.08151,1.71,False,False
scam_0110_0676702998_588_ca0_scam03110_naakih_tsaadah_______01p01.wav,very_wide_soft,True,False,0.0814,0.0815,0.1,False,False
scam_0113_0676966786_559_ca0_scam01113_mussih_______________01p01.wav,original,False,True,,,,,
scam_0113_0676966786_559_ca0_scam01113_mussih_______________01p01.wav,wider_3p5sigma,False,True,,,,,
scam_0113_0676966786_559_ca0_scam01113_mussih_______________01p01.wav,wider_3sigma,False,True,,,,,
scam_0113_0676966786_559_ca0_scam01113_mussih_______________01p01.wav,very_wide_soft,False,True,,,,,
scam_0113_0676966938_600_ca0_scam01113_mussih_______________02p01.wav,original,False,True,,,,,
scam_0113_0676966938_600_ca0_scam01113_mussih_______________02p01.wav,wider_3p5sigma,False,True,,,,,
scam_0113_0676966938_600_ca0_scam01113_mussih_______________02p01.wav,wider_3sigma,False,True,,,,,
scam_0113_0676966938_600_ca0_scam01113_mussih_______________02p01.wav,very_wide_soft,False,True,,,,,
scam_0127_0678209085_589_ca0_scam01127_kad__________________01p01.wav,original,False,True,,,,,
scam_0127_0678209085_589_ca0_scam01127_kad__________________01p01.wav,wider_3p5sigma,True,False,0.07819,0.07825,0.060000000000000005,False,False
scam_0127_0678209085_589_ca0_scam01127_kad__________________01p01.wav,wider_3sigma,True,False,0.0782,0.07825,0.05,False,False
scam_0127_0678209085_589_ca0_scam01127_kad__________________01p01.wav,very_wide_soft,True,False,0.0782,0.07828,0.08,False,False
scam_0131_0678564491_671_ca0_scam04131_cheval_blanc_________01p01.wav,original,False,True,,,,,
scam_0131_0678564491_671_ca0_scam04131_cheval_blanc_________01p01.wav,wider_3p5sigma,True,True,0.07911,0.07911,0.0,True,False
